Company,"Specific Bean Origin
or Bar Name",REF,"Review
Date","Cocoa
Percent",Location,Rating,"Bean
Type","Broad Bean
Origin"
Pascha,Peru,1137,2013,70%,Peru,2.75, ,Peru
La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,74%,France,2.75, ,"Africa, Carribean, C. Am."
Kto,Ocumare,1422,2014,72%,U.S.A.,2.75, ,Venezuela
Paul Young,"Madagascar, w/ shell",1271,2014,64%,U.K.,2.75,Trinitario,Madagascar
K'ul,"Maranon, Fortunato No. 4",1852,2016,70%,U.S.A.,2.75,Forastero (Nacional),Peru
Palette de Bine,"Alto Beni, Palos Blancos",1239,2014,72%,Canada,2.75, ,Bolivia
Palette de Bine,Lachua,1720,2016,70%,Canada,2.75, ,Guatemala
Hotel Chocolat (Coppeneur),Tanzania,296,2008,75%,U.K.,2.75, ,Tanzania
Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,248,2008,85%,Ecuador,2.75, ,Ecuador
Madre,"Chiapas, Triple Cacao",607,2010,72%,U.S.A.,2.75, ,Mexico
Indaphoria,"Conacado, Manifesto",907,2012,70%,U.S.A.,2.75, ,Dominican Republic
Madre,Upala,693,2011,70%,U.S.A.,2.75, ,Costa Rica
iQ Chocolate,"Satipo region, white label",943,2012,72%,Scotland,2.75,Criollo,Peru
Izard,"Elvesia P., Batch 32",1546,2015,70%,U.S.A.,2.75, ,Dominican Republic
Jordis,Madagascar,1534,2015,63%,Czech Republic,2.75,Trinitario,Madagascar
Potomac,"San Martin, Amazonian Highlands",789,2011,70%,U.S.A.,2.75, ,Peru
Madre,"Xocunusco, Chiapas, Pichucalco",1089,2013,70%,U.S.A.,2.75, ,Mexico
Kallari (Ecuatoriana),Roberto,245,2008,75%,Ecuador,2.75, ,Ecuador
Madre,"Choobua, Kona",1089,2013,70%,U.S.A.,2.75, ,Hawaii
Pomm (aka Dead Dog),Peru,829,2012,82%,U.S.A.,2.75,Criollo,Peru
Madre,Puerto Rico,1085,2013,70%,U.S.A.,2.75, ,Puerto Rico
Luker,Selva,552,2010,46%,Colombia,2.75, ,"Colombia, Ecuador"
Pacari,"Ecuador, raw",817,2012,85%,Ecuador,2.75, ,Ecuador
Pacari,Manabi,224,2008,65%,Ecuador,2.75,Forastero (Arriba),Ecuador
Ocho,Sang Yum Coop,1760,2016,100%,New Zealand,2.75, ,Samoa
Map Chocolate,Colombia,1610,2015,75%,U.S.A.,2.75, ,Colombia
Seaforth,Grenada,1658,2015,70%,U.K.,2.75, ,Grenada
Fresco,"Sambirano Valley, #214, LR, MC",682,2011,74%,U.S.A.,2.75,Trinitario,Madagascar
Goodnow Farms,"Almendra Blanca, batch 1004",1924,2016,77%,U.S.A.,2.75, ,Mexico
Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,74%,U.S.A.,2.75, ,"Cost Rica, Ven"
Momotombo,Mombacho,661,2011,70%,Nicaragua,2.75, ,Nicaragua
Night Owl,Peru,1022,2013,75%,U.S.A.,2.75, ,Peru
Rozsavolgyi,Principe,765,2011,77%,Hungary,2.75,Forastero,Principe
Mesocacao,El Salvador,1494,2015,80%,Honduras,2.75, ,El Salvador
Nibble,Elvesia P.,1526,2015,72%,U.S.A.,2.75,Trinitario,Dominican Republic
Neuhaus (Callebaut),Sao Tome,15,2006,75%,Belgium,2.75,Forastero,Sao Tome
Sacred,Midnight,813,2012,83%,U.S.A.,2.75, ,Central and S. America
Fresco,"Jamaica, #204, DR, SC",370,2009,80%,U.S.A.,2.75,Trinitario,Jamaica
Santander (Compania Nacional),Colombian 2008,404,2009,75%,Colombia,2.75,Forastero (Nacional),Colombia
Fresco,"Ghana, #211, MR, MC",636,2011,74%,U.S.A.,2.75,Forastero,Ghana
Mast Brothers,Papua New Guinea,777,2011,71%,U.S.A.,2.75, ,Papua New Guinea
Santome,Sao Tome,761,2011,70%,France,2.75,Forastero,Sao Tome
Meadowlands,Venezuela,1287,2014,70%,U.S.A.,2.75, ,Venezuela
Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,75%,U.S.A.,2.75, ,Brazil
Ethel's Artisan (Mars),Red Vanilla,666,2011,62%,U.S.A.,2.75, , 
Fossa,"Akesson's E., Sambirano V.",1772,2016,70%,Singapore,2.75, ,Madagascar
Mutari,"Ambanja, batch 1 SRB",1900,2016,68%,U.S.A.,2.75, ,Madagascar
Habitual,Campesino w/ nibs,1197,2014,74%,Canada,2.75, , 
Forteza (Cortes),Puerto Rico,1776,2016,80%,Puerto Rico,2.75, ,Domincan Republic
Forteza (Cortes),Dominican Republic,1776,2016,70%,Puerto Rico,2.75, ,Domincan Republic
Forever Cacao,Rio Eni,1267,2014,72%,U.K.,2.75,Criollo,Peru
Na�ve,Chuao,1399,2014,75%,Lithuania,2.75,Trinitario,Venezuela
Mutari,"Oko Caribe, batch 1 SRB",1896,2016,71%,U.S.A.,2.75, ,Domincan Republic
Mast Brothers,Patanemo,572,2010,81%,U.S.A.,2.75,Criollo,Venezuela
Mast Brothers,"Chuao, Light Roast",713,2011,81%,U.S.A.,2.75,Trinitario,Venezuela
Mast Brothers,Chuao,999,2012,73%,U.S.A.,2.75,Trinitario,Venezuela
Seaforth,Dominican Republic,1658,2015,70%,U.K.,2.75, ,Domincan Republic
Habitual,Papua New Guinea,1197,2014,80%,Canada,2.75, ,Papua New Guinea
Shark Mountain,Cuyagua,1466,2015,77%,U.S.A.,2.75,Criollo,Venezuela
Mindo,Ecuador,607,2010,77%,U.S.A.,2.75, ,Ecuador
El Rey,"Carenero Superior, Gran Saman",32,2006,70%,Venezuela,2.75,Criollo,Venezuela
Guittard,Coucher du Soleil,654,2011,72%,U.S.A.,2.75, , 
Molucca,Indonesia,1618,2015,70%,U.S.A.,2.75, ,Indonesia
Guittard,Nicaragua,1053,2013,65%,U.S.A.,2.75, ,Nicaragua
Feitoria Cacao,Maya Mountain,1736,2016,76%,Portugal,2.75,Trinitario,Belize
Moho,"Umoho R., Toledo District, San Felipe",607,2010,67%,U.S.A.,2.75,Trinitario,Belize
Martin Mayer,Alto Beni,1836,2016,76%,Austria,2.75, ,Bolivia
Mutari,"Kokoa Kamili, batch 1 SRB",1896,2016,68%,U.S.A.,2.75, ,Tanzania
Guittard,Haiti,1053,2013,65%,U.S.A.,2.75, ,Haiti
Nuance,"Ecuador, 2013",1458,2015,70%,U.S.A.,2.75,Trinitario,Ecuador
Escazu,Rio Caribe,903,2012,70%,U.S.A.,2.75,Trinitario,Venezuela
Grenada Chocolate Co.,Grenada,363,2009,60%,Grenada,2.75,Trinitario,Grenada
Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",935,2012,75%,Niacragua,2.75, ,Nicaragua
Rogue,"Hispaniola, 2008",213,2008,70%,U.S.A.,2.75, ,Dominican Republic
Rogue,Jamaica,213,2008,70%,U.S.A.,2.75,Trinitario,Jamaica
Mindo,Ecuador,607,2010,67%,U.S.A.,2.75, ,Ecuador
Rogue,"Sambirano, 2008",213,2008,70%,U.S.A.,2.75,Trinitario,Madagascar
Momotombo,Matagalpa,661,2011,70%,Nicaragua,2.75, ,Nicaragua
Pacari,Esmeraldas,224,2008,60%,Ecuador,2.5,Forastero (Arriba),Ecuador
Alain Ducasse,Chuao,1061,2013,75%,France,2.5,Trinitario,Venezuela
Loiza,Puerto Rico,1049,2013,65%,Puerto Rico,2.5, ,Puerto Rico
Nahua,"Costa Rica, Oscuro",1049,2013,58%,Costa Rica,2.5, ,Costa Rica
Alain Ducasse,"Piura, Perou",1173,2013,75%,France,2.5, ,Peru
Oakland Chocolate Co.,Jamaica,478,2010,70%,U.S.A.,2.5,Trinitario,Jamaica
Lake Champlain (Callebaut),Tanzania,327,2009,75%,U.S.A.,2.5, ,Tanzania
Bonnat,Equateur,123,2007,75%,France,2.5,Forastero (Arriba),Ecuador
Middlebury,La Red,1117,2013,75%,U.S.A.,2.5, ,Dominican Republic
Middlebury,"Balinese, Java",887,2012,70%,U.S.A.,2.5,Criollo,Indonesia
Millcreek Cacao Roasters,Ecuador,1073,2013,70%,U.S.A.,2.5,Forastero (Nacional),Ecuador
Pascha,Peru,1137,2013,55%,Peru,2.5, ,Peru
La Oroquidea,Peruvian Amazon,721,2011,72%,Peru,2.5, ,Peru
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",1892,2016,70%,Japan,2.5,"Trinitario, Criollo",Peru
Kyya,Ecuador,1363,2014,72.50%,U.S.A.,2.5, ,Ecuador
Kyya,Uganda,1359,2014,72.50%,U.S.A.,2.5,Forastero,Uganda
twenty-four blackbirds,Palos Blancos,1026,2013,75%,U.S.A.,2.5, ,Bolivia
Vanleer (Barry Callebaut),Manhattan,963,2012,72%,U.S.A.,2.5,Forastero,Ghana
Altus aka Cao Artisan,CIAAB Coop,1732,2016,60%,U.S.A.,2.5, ,Bolivia
Mana,Ecuador,1446,2015,74%,U.S.A.,2.5, ,Ecuador
Marsatta,Dominican Republic,1189,2013,89%,U.S.A.,2.5, ,Dominican Republic
Wilkie's Organic,Amazonas,1169,2013,75%,Ireland,2.5,Criollo,Peru
Whittakers,Ghana,733,2011,72%,New Zealand,2.5,Forastero,Ghana
Artisan du Chocolat,"Ocumare, Venezuela",355,2009,75%,U.K.,2.5,"Criollo, Trinitario",Venezuela
Askinosie,Xoconusco,141,2007,75%,U.S.A.,2.5,Trinitario,Mexico
Vivra,Ocumare,1720,2016,70%,U.S.A.,2.5, ,Venezuela
Vivra,Peru,1720,2016,70%,U.S.A.,2.5, ,Peru
Theo,Ivory Coast,184,2007,75%,U.S.A.,2.5, ,Ivory Coast
Mast Brothers,Madagascar,999,2012,72%,U.S.A.,2.5,Trinitario,
Bahen & Co.,Bahia,999,2012,70%,Australia,2.5, ,Brazil
Bahen & Co.,Houseblend,999,2012,70%,Australia,2.5,Blend, 
Ara,Chiapas,1379,2014,72%,France,2.5, ,Mexico
Woodblock,Ecuador,825,2012,70%,U.S.A.,2.5, ,Ecuador
Mana,Peru,1219,2014,74%,U.S.A.,2.5, ,Peru
Meadowlands,Bolivia,1287,2014,70%,U.S.A.,2.5, ,Bolivia
Altus aka Cao Artisan,Villa Andina,1732,2016,60%,U.S.A.,2.5, ,Peru
Xocolla,"Hispaniola, batch 170104",1948,2017,70%,U.S.A.,2.5, ,Dominican Republic
Neuhaus (Callebaut),Papua New Guinea,531,2010,70%,Belgium,2.5,Criollo,Papua New Guinea
Nathan Miller,Madagascar,1403,2014,73.50%,U.S.A.,2.5,Trinitario,Madagascar
Nathan Miller,Hispaniola,1403,2014,70%,U.S.A.,2.5, ,Dominican Republic
Menakao (aka Cinagra),Madagascar,837,2012,80%,Madagascar,2.5,Trinitario,Madagascar
Valrhona,Gran Couva 2005 P.,75,2006,64%,France,2.5,Trinitario,Trinidad
Bisou,"Nicaragua, American style",1482,2015,76%,U.S.A.,2.5, ,Nicaragua
Bisou,"San Andres, American style",1486,2015,76%,U.S.A.,2.5, ,Costa Rica
Menakao (aka Cinagra),Madagascar,841,2012,72%,Madagascar,2.5,Trinitario,Madagascar
Bisou,"San Andres, silk",1486,2015,78%,U.S.A.,2.5, ,Costa Rica
Altus aka Cao Artisan,Sur del Lago,1125,2013,60%,U.S.A.,2.5, ,Venezuela
Madre,Dominican,672,2011,70%,U.S.A.,2.5, ,Dominican Republic
Naive,Grenada,867,2012,71%,Lithuania,2.5,Trinitario,Grenada
Valrhona,Abinao,153,2007,85%,France,2.5,Forastero,West Africa
Burnt Fork Bend,"Ecuador, Bob Bar",1323,2014,60%,U.S.A.,2.5, ,Ecuador
Mita,Tumaco,955,2012,65%,Colombia,2.5, ,Colombia
Cacao Arabuco,Puerto Rico,1606,2015,70%,Puerto Rico,2.5, ,Puerto Rico
Ranger,"San Martin, Batch 2",1558,2015,70%,U.S.A.,2.5, ,Peru
Guittard,Sur del Lago,87,2006,65%,U.S.A.,2.5,"Trinitario, Criollo",Venezuela
Hachez,Arriba,166,2007,77%,Germany,2.5,Forastero (Arriba),Ecuador
Republica del Cacao (aka Confecta),"Los Rios, Vinces",439,2009,75%,Ecuador,2.5,Forastero (Arriba),Ecuador
Raw Cocoa,Raw,867,2012,70%,Poland,2.5,Criollo, 
Choklat,Ocumare,377,2009,80%,Canada,2.5,Criollo,Venezuela
Chocovivo,Tabasco,1522,2015,75%,U.S.A.,2.5,Trinitario,Mexico
Chocovivo,Tabasco,1522,2015,65%,U.S.A.,2.5,Trinitario,Mexico
Chocovic,Guyave,117,2007,71%,Spain,2.5,Trinitario,Grenada
Chocovic,"Bolivar, Guaranda",117,2007,71%,Spain,2.5,Forastero (Arriba),Ecuador
Chocolats Privilege,Xoconusco,1219,2014,70%,Canada,2.5,Criollo,Mexico
Hoja Verde (Tulicorp),Manabi,414,2009,80%,Ecuador,2.5,Forastero (Arriba) ASS,Ecuador
Cello,Ecuador,1247,2014,70%,U.S.A.,2.5, ,Ecuador
Chocolate Con Amor,Wild Bolivian,1760,2016,70%,U.S.A.,2.5, ,Bolivia
Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",1772,2016,80%,U.S.A.,2.5, , 
Holy Cacao,Ivory Coast,431,2009,70%,Israel,2.5, ,Ivory Coast
Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,90%,U.S.A.,2.5, ,Peru
Chocolarder,Dominican Republic,1514,2015,80%,U.K.,2.5, ,Dominican Republic
StRita Supreme,"Samar, East Visayas region",939,2012,65%,U.S.A.,2.5, ,Philippines
StRita Supreme,"Samar, East Visayas region",943,2012,70%,U.S.A.,2.5, ,Philippines
Honest,"Ecuador, w/ nibs",1327,2014,72%,South Africa,2.5, ,Ecuador
Chocolarder,Peru,1482,2015,65%,U.K.,2.5,Criollo,Peru
Summerbird,Peru,1800,2016,61%,Denmark,2.5,"Criollo, Trinitario",Peru
Coppeneur,"Los Rios, H. Iara",558,2010,72%,Germany,2.5,Nacional,Ecuador
Grenada Chocolate Co.,Grenada,241,2008,71%,Grenada,2.5,Trinitario,Grenada
Green & Black's (ICAM),Dark,15,2006,70%,U.K.,2.5, , 
Cravve,New Ireland,1283,2014,70%,Australia,2.5,Forastero,Papua New Guinea
El Rey,"Carenero Superior, Bucare",206,2008,58%,Venezuela,2.5,Criollo,Venezuela
Duffy's,Star of Ecuador,523,2010,70%,U.K.,2.5, ,Ecuador
Dormouse,"Rio Caribe, Batch 7",1672,2015,70%,U.K.,2.5,Trinitario,Venezuela
Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,55%,U.S.A.,2.5, ,"Peru, Madagascar"
Ethel's Artisan (Mars),Trinidad,666,2011,55%,U.S.A.,2.5,Trinitario,Trinidad
Ethel's Artisan (Mars),Porcelana,666,2011,70%,U.S.A.,2.5,Criollo (Porcelana),Venezuela
Sibu Sura,Peru,911,2012,70%,U.S.A.,2.5, ,Peru
Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,62%,U.S.A.,2.5, ,"Venezuela, Trinidad"
Shark's,"Hilo, w/ added cocoa butter",721,2011,73%,U.S.A.,2.5, ,Hawaii
Feitoria Cacao,Cuyagua,1736,2016,76%,Portugal,2.5, ,Venezuela
Desbarres,"Kilombero, batch 41",1916,2016,72%,Canada,2.5, ,Tanzania
Finca,Dominican Republic,1287,2014,85%,U.S.A.,2.5, ,Dominican Republic
Dean and Deluca (Belcolade),Madagascar,170,2007,66%,U.S.A.,2.5,Trinitario,Madagascar
De Villiers,Bundibugyo District,1832,2016,70%,South Africa,2.5,Forastero,Uganda
French Broad,Tumbes Coop,883,2012,70%,U.S.A.,2.5,Criollo,Peru
Davis,Ghana,1093,2013,70%,U.S.A.,2.5,Forastero,Ghana
Fruition,Peru,863,2012,70%,U.S.A.,2.5, ,Peru
Garden Island,"Kaua'I, Alea Estate +world",1367,2014,85%,U.S.A.,2.5,Blend,Hawaii
Rozsavolgyi,Porcelana,717,2011,71%,Hungary,2.5, ,Venezuela
Rozsavolgyi,"Sambirano, Akesson Estate",871,2012,72%,Hungary,2.5,Trinitario,Madagascar
Rozsavolgyi,Sur del Lago,809,2012,84%,Hungary,2.5, ,Venezuela
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1113,2013,100%,U.K.,2.5,Forastero (Nacional),Ecuador
"Chocolate Tree, The",Ecuador,919,2012,82%,Scotland,2.5,Forastero (Arriba),Ecuador
Cacao de Origen,Agua Fria; Sucre region,1391,2014,75%,Venezuela,2.5, ,Venezuela
Kakao,Peru,837,2012,64%,Germany,2.5, ,Peru
Cacaoyere (Ecuatoriana),Bolivar,245,2008,82%,Ecuador,2.5,Forastero (Arriba),Ecuador
El Rey,"Carenero Superior, Apamate",206,2008,74%,Venezuela,2.5,Criollo,Venezuela
C-Amaro,Cuba,1442,2014,75%,Italy,2.5, ,Cuba
Kallari (Ecuatoriana),Cacao Nacional W.F.,263,2008,75%,Ecuador,2.5, ,Ecuador
Pitch Dark,Namau Village,1315,2014,73%,U.S.A.,2.5,Trinitario,Fiji
TCHO,Nutty-beta,284,2008,70%,U.S.A.,2.5, ,Peru
Pinellas,Wampusirpi Region,1772,2016,80%,U.S.A.,2.5, ,Honduras
TCHO,Fruity-beta,280,2008,70%,U.S.A.,2.5, ,Peru
TCHO,Chocolatey-beta,199,2008,70%,U.S.A.,2.5,Forastero,Ghana
C-Amaro,Trinidad,765,2011,70%,Italy,2.5,Trinitario,Trinidad
Pomm (aka Dead Dog),"La Red, 2011",829,2012,76%,U.S.A.,2.5, ,Dominican Republic
Cao,Porcelana,1804,2016,75%,U.S.A.,2.5,Criollo,Venezuela
Kto,San Martin,1422,2014,72%,U.S.A.,2.5, ,Peru
Kallari (Ecuatoriana),Diego/ original micro,248,2008,85%,Ecuador,2.5, ,Ecuador
Pitch Dark,Tenor,1506,2015,62%,U.S.A.,2.5, ,Nicaragua
Tabal,"Chiapas, Lacandon Jungle",1105,2013,70%,U.S.A.,2.5, ,Mexico
Hotel Chocolat (Coppeneur),Uganda,296,2008,80%,U.K.,2.5,Forastero,Uganda
Caoni (Tulicorp),Manabi,237,2008,77%,Ecuador,2.5,Forastero (Arriba),Ecuador
Cacao Atlanta,Tumbes,1215,2014,75%,U.S.A.,2.5,Criollo,Peru
Castronovo,San Martin,1105,2013,70%,U.S.A.,2.5,Criollo,Peru
Indah,India (south),1788,2016,61%,India,2.5, ,India
Cacao Atlanta,"Dominican Republic, ""Love Bar""",502,2010,75%,U.S.A.,2.5, ,Dominican Republic
Willie's Cacao,"Java, Indonesian Black",1109,2013,100%,U.K.,2.25, ,Indonesia
Nathan Miller,Peru,1403,2014,72%,U.S.A.,2.25, ,Peru
Nibble,Patanemo,1526,2015,72%,U.S.A.,2.25,Criollo,Venezuela
Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,70%,U.K.,2.25, ,Grenada
Finca,Puerto Rico,1283,2014,65%,U.S.A.,2.25, ,Puerto Rico
C-Amaro,Sao Tome,749,2011,78%,Italy,2.25,Forastero,Sao Tome
Isidro,Peru,1279,2014,72%,U.S.A.,2.25, ,Peru
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,70%,Japan,2.25,"Trinitario, Criollo",Peru
Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",871,2012,76%,Hungary,2.25,Trinitario,Venezuela
Cacao Atlanta,Patanemo,600,2010,75%,U.S.A.,2.25, ,Venezuela
Paul Young,"Madagascar, w/ shell",1271,2014,73%,U.K.,2.25,Trinitario,Madagascar
SRSLY,Dominican Republic,1121,2013,84%,U.S.A.,2.25, ,Dominican Republic
Marsatta,Dominican Republic,1189,2013,74%,U.S.A.,2.25, ,Dominican Republic
Machu Picchu Trading Co.,Peru,552,2010,55%,Peru,2.25, ,Peru
Michel Cluizel,Carre Grand Noir,24,2006,85%,France,2, , 
Middlebury,Alto Beni,887,2012,75%,U.S.A.,2,Criollo,Bolivia
Michel Cluizel,Carre Amer,24,2006,60%,France,2, , 
Cacao Barry,Tanzania,300,2008,75%,France,2, ,Tanzania
French Broad,"Palo Blanco w/ panela, Chulucanas",887,2012,81%,U.S.A.,2, ,Peru
Felchlin,Supremo- SF,105,2006,62%,Switzerland,2, , 
Michel Cluizel,Noir Infini,81,2006,99%,France,2, , 
Shark's,Hilo,713,2011,73%,U.S.A.,2, ,Hawaii
Scharffen Berger,Extra Dark,15,2006,82%,U.S.A.,2, , 
Escazu,Guapiles,414,2009,65%,U.S.A.,2, ,Costa Rica
Ki' Xocolatl,Dark,431,2009,72%,Mexico,2, ,Mexico
Scharffen Berger,Kumasi Sambirano,40,2006,68%,U.S.A.,2,Blend,Ghana & Madagascar
Scharffen Berger,Jamaica a l'ancienne,56,2006,70%,U.S.A.,2,Trinitario,Jamaica
Cacao Barry,Venezuela,141,2007,72%,France,2, ,Venezuela
Majani,Ecuador,531,2010,70%,Italy,2, ,Ecuador
Tejas,Capistrano,821,2012,70%,U.S.A.,2, ,Peru
Jacque Torres,Trinatario Treasure,5,2006,71%,U.S.A.,2,Trinitario,Ghana
Hoja Verde (Tulicorp),Arriba,414,2009,80%,Ecuador,2,Forastero (Arriba) ASS,Ecuador
Caoni (Tulicorp),Esmeraldas,237,2008,77%,Ecuador,2,Forastero (Arriba),Ecuador
Love Bar,Nicaragua,1502,2015,75%,U.S.A.,2, ,Nicaragua
Habitual,one hundred,1205,2014,100%,Canada,2, , 
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,90%,U.S.A.,2,Forastero (Arriba),Ecuador
Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",153,2007,100%,U.S.A.,2,Forastero (Arriba),Ecuador
Theo,"Venezuela; Barinos, Merida, Tachron",188,2007,91%,U.S.A.,2,Blend,Venezuela
Pacari,Raw,266,2008,100%,Ecuador,2,Forastero (Arriba),Ecuador
Olivia,Carribean-Raw,688,2011,76%,Canada,2, ,Carribean
Pralus,Cuyagua,451,2009,75%,France,2, ,Venezuela
Pralus,Dominican Republic-Organic,280,2008,75%,France,2, ,Dominican Republic
Maglio,Africa,300,2008,75%,Italy,2, ,Tanzania
Neuhaus (Callebaut),West Africa,15,2006,73%,Belgium,2,Forastero,West Africa
Santander (Compania Nacional),Colombian Semi Dark,32,2006,53%,Colombia,2,Forastero (Nacional),Colombia
TCHO,West Africa,1716,2016,62%,U.S.A.,2,Forastero,West Africa
Hotel Chocolat,"Island Growers, 2012, 120hr c.",1113,2013,100%,U.K.,1.75,Trinitario,St. Lucia
Artisan du Chocolat,Venezuela,486,2010,100%,U.K.,1.75, ,Venezuela
Artisan du Chocolat,Brazil Rio Doce,363,2009,72%,U.K.,1.75, ,Brazil
Middlebury,Houseblend,887,2012,65%,U.S.A.,1.5, , 
Machu Picchu Trading Co.,Peru,721,2011,70%,Peru,1.5, ,Peru
Valrhona,Le Noir Extra Amer,147,2007,85%,France,1.5, , 
Snake & Butterfly,Ghana,693,2011,67%,U.S.A.,1.5,Forastero,Ghana
Dolfin (Belcolade),Noir,63,2006,70%,Belgium,1.5, , 
Cacaoyere (Ecuatoriana),Pichincha,259,2008,91%,Ecuador,1.5,Forastero (Arriba),Ecuador
Coppeneur,Ecuador Puristique,817,2012,100%,Germany,1.5, ,Ecuador
Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",341,2009,100%,Ecuador,1.5,Forastero (Arriba),Ecuador
S.A.I.D.,100 percent,615,2010,100%,Italy,1.5, , 
Bonnat,One Hundred,81,2006,100%,France,1.5, , 
Claudio Corallo,Principe,252,2008,100%,Sao Tome,1,Forastero,Sao Tome & Principe
Cote d' Or (Kraft),Sensations Intense,48,2006,70%,Belgium,1, , 
Callebaut,Baking,141,2007,70%,Belgium,1, ,Ecuador
Neuhaus (Callebaut),Dark,135,2007,73%,Belgium,1, , 
